code,libelle,type_officiel,region,adresse
010002,CHP NAKI EST,HOPITAL DE DISTRICT,SAVANES,NAKI EST
010004,USP TANMBONGA,USP type I,SAVANES,TANMBONGA
010005,USP BAGRE,USP type I,SAVANES,BAGRE
010006,USP BORGOU,USP type I,SAVANES,BORGOU
010007,USP KOUNDJOARE,USP type I,SAVANES,KOUNDJOARE
010008,USP KWAMPIT-BONG,USP type I,SAVANES,KWAMPIT-BONG
010009,USP NAMOUNDJOGA,USP type II,SAVANES,NAMOUNDJOGA
010010,USP PAPRI,USP type I,SAVANES,PAPRI
010011,USP POGNO,USP type I,SAVANES,POGNO
010012,USP TAMBONGA,USP type I,SAVANES,TAMBONGA
010013,USP TCHIMOURI,USP type I,SAVANES,TCHIMOURI
010014,CHP GANDO,HOPITAL DE DISTRICT,SAVANES,GANDO
010015,CMS BARKOISSI,USP type II,SAVANES,BARKOISSI
010016,CHP MANGO,HOPITAL DE DISTRICT,SAVANES,MANGO
010017,USP FARE,USP type I,SAVANES,FARE
010018,USP GALANGASHIE,USP type I,SAVANES,GALANGASHIE
010019,USP KOUMONGOU,USP type I,SAVANES,KOUMONGOU
010020,USP KOUNTOIRE,USP type I,SAVANES,KOUNTOIRE
010021,USP MOGOU,USP type I,SAVANES,MOGOU
010022,USP NAGBENI,USP type I,SAVANES,NAGBENI
010023,USP SADORI,USP type I,SAVANES,SADORI
010024,USP SAGBENI,USP type I,SAVANES,SAGBENI
010025,USP TAKPAMBA,USP type I,SAVANES,TAKPAMBA
010026,USP TAKPAPIENI,USP type I,SAVANES,TAKPAPIENI
010027,USP TCHAMONGA,USP type I,SAVANES,TCHAMONGA
010028,USP TCHANAGA,USP type I,SAVANES,TCHANAGA
010029,CMS BOMBOUAKA,USP type II,SAVANES,BOMBOUAKA
010030,POLYCLINIQUE TANDJOARE,HOPITAL DE DISTRICT,SAVANES,TANDJOARE
010031,CMS BOGOU,USP type II,SAVANES,BOGOU
010033,USP LOKO,USP type I,SAVANES,LOKO
010034,USP LOKPANO,USP type I,SAVANES,LOKPANO
010035,CMS NANO,USP type II,SAVANES,NANO
010036,USP NASSONGUE,USP type I,SAVANES,NASSONGUE
010037,USP NATIGOU,USP type I,SAVANES,NATIGOU
010038,USP NAYERGOU,USP type I,SAVANES,NAYERGOU
010039,USP PLIGOU,USP type I,SAVANES,PLIGOU
010040,USP SISSIAK,USP type I,SAVANES,SISSIAK
010041,USP TAMPIALIM,USP type I,SAVANES,TAMPIALIM
010042,USP YEMBOUR,USP type I,SAVANES,YEMBOUR
010044,CHR DAPAONG,CHR,SAVANES,DAPAOND
010046,2APSCO/CMS DALWAK,USP type II,SAVANES,DALWAK
010047,USP BIDJENGA,USP type I,SAVANES,BIDJENGA
010048,BOADE,USP type I,SAVANES,BOADE
010049,USP BOUGOU,USP type I,SAVANES,BOUGOU
010050,CHP CINKASSE,HOPITAL DE DISTRICT,SAVANES,CINKASSE
010051,CMA (FAMILLES FAT),USP type I,SAVANES,DAPAONG
010052,CMF (CAMP NIOUKPOURMA),USP type I,SAVANES,DAPAONG
010053,USP KANTINDI,USP type I,SAVANES,KANTINDI
010054,CMS KORBONGOU,USP type II,SAVANES,KORBONGOU
010055,USP KOURIENTRE,USP type I,SAVANES,KOUTRIENTE
010056,USP LOTOGOU,USP type I,SAVANES,LOTOGOU
010057,MAKOU,USP type I,SAVANES,MAKOU
010058,CMS NAKI OUEST,USP type II,SAVANES,NAKI OUEST
010059,USP NANERGOU,USP type I,SAVANES,NANERGOU
010060,USP NIOUKPOURMA,USP type I,SAVANES,NOUKPOURMA
010061,USP PANA,USP type I,SAVANES,PANA
010062,USP PANA-BAGOU,USP type I,SAVANES,PANABAGOU
010064,USP TABI,USP type I,SAVANES,TABI
010065,USP SANFATOUTE,USP type I,SAVANES,SANFATOUTE
010066,TAMI,USP type I,SAVANES,TAMI
010068,CLINIQUE WIN PANG,CHU,SAVANES,DAPAONG / MELINA
010070,USP WARKAMBOU,USP type I,SAVANES,WARKAMBOU
010072,CHP MANDOURI,HOPITAL DE DISTRICT,SAVANES,MANDOURI
010073,POLYCLINIQUE DE DAPAONG,HOPITAL DE DISTRICT,SAVANES,
010074,CMS TIMBOU,USP type II,SAVANES,
010075,USP NADJUNDI,USP type I,SAVANES,
010076,TANTIGOU,HOPITAL DE DISTRICT,SAVANES,
010077,NIOUPOURMA,USP type I,SAVANES,
010078,USP YEMBOUATE,USP type I,SAVANES,
010079,USP MAMPOUG,USP type I,SAVANES,
010080,USP DOUKPELOU,USP type I,SAVANES,
010081,CMS SAGBIEBOU,USP type II,SAVANES,SAGBIEBOU
010082,USP NALI,USP type I,SAVANES,NALI
010083,USP TONTONDI,USP type I,SAVANES,TONTONDI
010085,USP MALGBANGOU,USP type I,SAVANES,
010086,YEMBOATE,USP type I,SAVANES,
010087,DAMPIONG,USP type I,SAVANES,
010088,BIANKOURI,USP type I,SAVANES,
010089,NADJUNDI,USP type I,SAVANES,
010090,HOPITAL D'ENFANTS YENDUBE,USP type I,SAVANES,
010091,USP MAMPROUGOU,USP type I,SAVANES,USP MAMPROUGOU commune de Tandjouare 1
010092,PMI BOGOU,USP type I,SAVANES,
010093,USP PANSIERI,USP type I,SAVANES,
010094,OGARO,USP type I,SAVANES,
010095,USP KANKANGOU,USP type I,SAVANES,USP KANKANGOU OTI 2
010096,ST DOMINIQUE,USP type I,SAVANES,
010097,CMA DAPAONG,HOPITAL DE DISTRICT,SAVANES,Dapaong
010098,PHARMACIE SAVANA DE DAPAONG,PHARMACIE,SAVANES,
010099,PHARMACIE LE SAUVEUR DE DAPAONG,PHARMACIE,SAVANES,
010102,DEPOT PHARMACEUTIQUE WEND BARKA,PHARMACIE,SAVANES,
010103,CRAO DAPAONG,CENTRE D'APPAREILLAGE,SAVANES,
010104,DEPOT PHARMACEUTIQUE MANDOURI,DEPOT PHARMACIE,SAVANES,BP 87 DAPAONG
010105,DEPOT PHARMACEUTIQUE LAMOYA,DEPOT PHARMACIE,SAVANES,BP 87 DAPAONG
010107,DEPOT PHARMACEUTIQUE SANTE PLUS MANGO,DEPOT PHARMACIE,SAVANES,
010108,USP SAM NABA,USP type I,SAVANES,CINKASSE
010109,CMS SOS DAPAONG,USP type II,SAVANES,"Dapaong, quartier Nassablé M. TCHABLI Rémi Léne, CV Manager par intérim"
010110,CENTRE D'APPAREILLAGE SAINT LOUIS ORIONE,CENTRE D'APPAREILLAGE,SAVANES,BOMBOUAKA
010111,CMS SAINT DOMINIQUE DE MANGO,USP type II,SAVANES,Soeur Christine ANLEKA saindom2@gmail.com
010112,CMS SAINT JOSEPH DE BOGOU,HOPITAL DE DISTRICT,SAVANES,SOEUR NAZARENA GRECE/BP 25 BOMBOUAKA
010113,DEPOT PHARMACEUTIQUE DE LA GARE ROUTIERE DE MANGO,DEPOT PHARMACIE,SAVANES,MANGO QUATIER ADMINISTRATIF
010114,ASSOCIATION SAC- SANTE/CMS SAINT LUC,HOPITAL DE DISTRICT,SAVANES,DAPAONG QTIER NALOLGUE CONV LE 10 04 2015
010115,POSTE DE COLLECTE,CHR,SAVANES,Enceinte du CHR DAPAONG ET DE DISTRIBUTION (PCD) DAPAONG
010116,CENTRE MEDICO CHIRURGICALE SAINT LOUIS ORIONE,HOPITAL DE DISTRICT,SAVANES,BOMBOUAKA
010117,CMS DAPANKPERGOU,USP type II,SAVANES,DAPANKPERGOU
010118,CMS KOUNTONGBONG,USP type II,SAVANES,KOUNTONGBONG
010119,USP IDONDJOAG,USP type I,SAVANES,INONDJOAG
010120,USP NAMARE,USP type I,SAVANES,
010121,USP POISSONGUI,USP type I,SAVANES,
010125,USP TANIKAGOU,USP type I,SAVANES,TANIKAGOU
010126,USP TCHIEGLE,USP type I,SAVANES,
010127,USP YENDONG,USP type I,SAVANES,YENDONG
010128,Infirmerie de la CNSS DAPAONG,USP type I,SAVANES,TCHAO Essohanam
010129,Infirmerie de l'ENI Dapaong,USP type I,SAVANES,"M. DOUTI Mindame, Infirmier Auxiliaire d'Etat"
010130,USP NADONGUE,USP type I,SAVANES,"M. MAKPALIBE Nhanlite, Infirmier Auxiliaire d'Etat, Responsable"
010131,USP TANABE,USP type I,SAVANES,
010132,USP DJARINGUE,USP type I,SAVANES,"M. KOLANI Doubik, Infirmier Auxiliaire d'Etat, Responsable"
010133,INFIRMERIE DE LA PRISON CIVILE DE DAPAONG,USP type I,SAVANES,"M. YANDJA Joseph, Infirmier de la prison M. MANTEY, Chef de détachement"
010134,PHARMACIE DU TONE,PHARMACIE,SAVANES,"Dr KATANGA-KOKOLOU Wiyao, Pharmacien Qtier Nassable, carrefour BTD"
010135,USP MARGBA,USP type I,SAVANES,Margba - Centre
010136,USP OGARO CENTRE,USP type I,SAVANES,OGARO-CENTRE
010137,HOPITAL D'ENFANTS YENDUBE,CHR,SAVANES,"Quartier TANTIGOU, Dapaong Sœur AWIZOBA Tchilalo Angèle Marie Directrice de l'hôpital"
010138,CMS YENDUBE,USP type II,SAVANES,"Centre situé près du CMS Korbongou, Sœur DAYO Sénamé Catherine, Infirmière diplômée d'Etat, Directrice du centre"
010139,CMS SOURCE DE VIE DIVINE,USP type II,SAVANES,"Dapaong, Centre situé dans le quartier Haoussa Zongo à 2 km de la grande mosquée Mme TCHABLY Nambikoi, Technicienne Supérieure en Développement Loca"
010140,PHARMACIE LAFE ZAKA,PHARMACIE,SAVANES,"""Cinkassé, quartier Kourein'dé en face de la station TOTAL CINKASSE 2 Dr DOUTI Kyèb, Docteur en pharmacie, Titulaire et Responsable de la pharmacie"""
010141,CMS MAGUY,HOPITAL DE DISTRICT,SAVANES,"""Dapaong, quartier tuomone M. HOUNKPATI Kokouda, Assistant médical, Responsable du centre"""
010142,DEPOT DE PHARMACIE DAMBE,DEPOT PHARMACIE,SAVANES,"Timbou, quartier Cikourmi, M. KAFESSIMA Kaliwa, Infirmier diplômé d'Etat à la retraite, Titulaire et Responsable du dépôt"
010143,HOPITAL BRAUN,CHU,SAVANES,"Cinkassé, canton de Tabi, quartier Kpandjoura-Timbou Dr DOTSE Bayake Awania Su Keya, Médecin en Santé publique, Directeur de l'hôpital"
010144,USP KEREKETE,USP type I,SAVANES,KEREKETE
010145,USP KOUMONGOUKAN,USP type I,SAVANES,KOUMONGOUKAN
010146,USP BAOULE,USP type I,SAVANES,"Gando, Baoulé, quartier Baoulé Centre"
010147,CLINIQUE HACHIMYA SANTE ET VIE,CHU,SAVANES,"Cinkassé, quartier Mossi, non loin de la radio LAGAM TAABA Dr ALASSANI Mohamed Cissé, Médecin Gynécologue-Obstétricien, Titulaire et Responsable du C"
010148,INFIRMERIE DE LA PRISON CIVILE DE MANGO,USP type I,SAVANES,"Mango, quartier Administratif"
010149,USP LOKO- NASSONGUE,USP type I,SAVANES,"Village LOKO-NASSONGUE M. NAM LENGA Pakidame, Responsable du centre"
010150,USP MANTCHE,USP type I,SAVANES,"""Village MANTCHE M. TCHANGAI Tchala Pyabalo D. J., Responsable du Centre"""
010151,USP DJIGNANDJOAGA,USP type I,SAVANES,"Djignandjoaga, Nantongue M. DJOUALE Bamite, Responsable du centre"
010152,CLINIQUE VISION VALIDE,CHU,SAVANES,"Dapaong, route nationale N° 1, à 100 m du carrefour ORABANK non loin de la Direction régionale du commerce Dr TCHODJOOU Tchilabalo, Médecin ophtalmolo"
010153,PHARMACIE SAMBONE,PHARMACIE,SAVANES,"Dapaong, quartier worgou en face du CRETFP ; Dr KARKA Wayéouwalakasse, Titulaire et Responsable de la pharmacie"
010154,USP SOUNSOURI,USP type I,SAVANES,
010155,USP KPIERIK,USP type I,SAVANES,KPIERIK
010156,USP TAMATOUGOU,USP type I,SAVANES,Tamatougou non loin du CEG
010157,USP LOUANGA,USP type I,SAVANES,LOUANGA
010158,CMS DIVINE PROVIDENCE,USP type II,SAVANES,Barkoissi
010159,PHARMACIE DAPAONG,PHARMACIE,SAVANES,"Dapaong, route nationale N° 1, quartier Natbagou à 300 m du carrefour Carnaval"
010160,ADS-TOGO,USP type I,SAVANES,VILLAGE DE KORBONGOU
010161,CLINIQUE D'ACCOUCHEMENT EUTOCIQUE MERE- ENFANT LAAFI,USP type II,SAVANES,Dapaong quartier NATEBAGOU
010162,CENTRE HOSPITALIER DES ARMEES DE DAPAONG,HOPITAL DE DISTRICT,SAVANES,Napienbougou
010163,CLINIQUE D'ACCOUCHEMENT EUTOCIQUE MARIE MISERICORDE,USP type II,SAVANES,NADEGRE
010164,CABINET D'ASSISTANT MEDICAL GRAZIELLA MED,USP type II,SAVANES,Face maison des jeunes Saint Kisito
010165,CENTRE MEDICAL DES ARMEES DE MANGO,USP type II,SAVANES,Mango en face de l'hôpital excellence
010166,CABINET DE SOINS INFIRMIER FIELTOUA LE SAUVEUR,USP type I,SAVANES,Worgou
010167,USP KPOKOU,USP type I,SAVANES,
010168,USP N'GAMBI,USP type I,SAVANES,Gando
010169,USP N'FOUTCHE,USP type I,SAVANES,Takpamba
010170,USP GBANTCHAL,USP type I,SAVANES,Gbantchal (Mandouri)
010171,USP KANGOUNOU,USP type I,SAVANES,Kangounou
010172,INFIRMERIE SCOLAIRE DU,USP type I,SAVANES,Worgou CENTRE REGIONAL D'ENSEIGNEMENT TECHNIQUE ET DE FORMATION PROFESSIONELLE (CRETFP) DE DAPAONG
020004,CHP BAFILO,HOPITAL DE DISTRICT,KARA,
020005,USP BOULADE,USP type I,KARA,BOULADE
020006,USP DACKO,USP type I,KARA,DACKO
020007,USP GANDE,USP type I,KARA,GANDE
020008,USP GNIGUELIA,USP type I,KARA,GNIGUELIA
020009,USP KOUMONDE,USP type I,KARA,KOUMONDE
020010,USP SOUDOU,USP type I,KARA,SOUDOU
020011,CMS KABOU,USP type II,KARA,KABOU
020012,CHP BASSAR,HOPITAL DE DISTRICT,KARA,BASSAR
020013,USP SANDA AFOHOU,USP type I,KARA,AFFOHOU
020014,USP BAGHAN,USP type I,KARA,BAGHAN
020015,USP BANGELI,USP type I,KARA,BANGELI
020016,USP BINAPARBA,USP type I,KARA,BINAPARBA
020018,USP BITCHABE,USP type I,KARA,BITCHABE
020019,USP BYAKPABE,USP type I,KARA,BYAKPABE
020020,USP ADABAWERE,USP type II,KARA,ADABAWERE
020021,USP DIMORI,USP type I,KARA,DIMORI
020022,USP KABOU SARA,USP type I,KARA,KABOU SARA
020024,USP KOUNDOUM,USP type I,KARA,KOUNDOUM
020025,USP MANGA,USP type I,KARA,MANGA
020026,USP BEBEDA,USP type I,KARA,BEBEDA
020027,USP NANGBANI,USP type I,KARA,NANGBANI
020028,USP NATCHAMBA,USP type I,KARA,NATCHAMBA
020029,USP DJAMDE,USP type I,KARA,DJAMDE
020030,CMS SANDA KAGBANDA,USP type II,KARA,SANDA KAGBANDA
020032,USP KARA SUD,USP type I,KARA,KARA SUD
020033,USP TCHATCHAMINADE,USP type I,KARA,TCHATCHAMINADE
020034,USP KPINDI,USP type I,KARA,KPINDI
020035,CMS KETAO,USP type II,KARA,KETAO
020036,USP LAMA GNANGBADE,USP type I,KARA,LAMA GNANGBADE
020037,CMS KOYORIA,USP type II,KARA,KOYORIA
020038,USP LAMA KPEDAH,USP type I,KARA,LAMA KPEDAH
020039,USP SIRKA,USP type I,KARA,SIRKA
020040,USP LAMA SAHOUDE,USP type I,KARA,LAMA SAHOUDE
020041,CHP PAGOUDA,HOPITAL DE DISTRICT,KARA,PAGOUDA
020043,USP ASSERE,USP type I,KARA,ASSERE
020044,USP BANWARE,USP type I,KARA,BANWARE
020047,USP LANDA,USP type I,KARA,LANDA
020048,USP BINAH-NOH,USP type I,KARA,BINAH-NOH
020049,USP LANDA POZENDA,USP type I,KARA,LANDA POZENDA
020050,USP BOUFALE,USP type I,KARA,BOUFALE
020052,USP PYA HODO,USP type I,KARA,PYA HODO
020053,USP PYA PITAH,USP type II,KARA,PYA PITAH
020055,USP SARA KAWA,USP type I,KARA,SARA KAWA
020056,USP KEMERIDA,USP type I,KARA,KEMERIDA
020057,USP SOUMDINA-BAS,USP type I,KARA,USP SOUMDINA-BAS
020058,USP N'DJEI,USP type I,KARA,N'DJEI
020059,USP PESSARE,USP type I,KARA,PESARE
020060,USP SOUMDINA HAUT,USP type I,KARA,SOUMDINA HAUT
020061,USP SOLLA,USP type I,KARA,SOLLA
020062,USP SOMDE,USP type I,KARA,SOMDE
020064,CHP GUERIN KOUKA,HOPITAL DE DISTRICT,KARA,GUERIN KOUKA
020065,USP BAPURE,USP type I,KARA,BAPURE
020066,USP KATCHAMBA,USP type I,KARA,KATCHEMBA
020067,USP KOULFIEKOU-,USP type I,KARA,KOUKFIEKOU
020068,USP KOUTIERE,USP type I,KARA,KOUTIERE
020069,USP KPETAO,USP type I,KARA,KPETAO
020070,USP NAMON,USP type I,KARA,NAMON
020071,USP NANDOUTA,USP type I,KARA,NANDOUTA
020072,USP NATCHITIKPI,USP type I,KARA,
020073,USP NAWARE,USP type I,KARA,NAWARE
020074,USP POSSAO,USP type I,KARA,POSSAO
020075,USP SOLIDARITE,USP type I,KARA,SOLIDARITE
020076,USP KIDJABOUN,USP type I,KARA,KIDJABOUN
020077,CMS BROUKOU,USP type II,KARA,BROUKOU
020078,CMS DEFALE,USP type II,KARA,DEFALE
020079,CMS SIOU,USP type II,KARA,SIOU
020080,HOPITAL NIAMTOUGOU,HOPITAL DE DISTRICT,KARA,NIAMTOUGOU
020081,Centre médical des Armées Base Chasse de Niamtougou (CMA BCN),HOPITAL DE DISTRICT,KARA,NIAMTOUGOU
020082,INFIRMERIE DE LA SALT,USP type I,KARA,NIAMTOUGOU
020083,USP AGOUNDE,USP type I,KARA,AGOUNDE
020084,USP ALLOUM,USP type I,KARA,ALLOUM
020085,USP ANIMA,USP type I,KARA,ANIMA
020086,USP ANIMADE,USP type I,KARA,ANIMADE
020087,USP BONTIGA,USP type I,KARA,BONTIGA
020088,USP KADJALLA,USP type I,KARA,KADJALLA
020089,USP KONFAGA,USP type I,KARA,KONFAGA
020090,USP KPAHA,USP type I,KARA,KPAHA
020091,USP LEON,USP type I,KARA,LEON
020092,USP MASSEDENA,USP type I,KARA,MASSEDENA
020093,USP POUDA,USP type I,KARA,POUDA
020094,USP TCHORE,USP type I,KARA,TCHORE
020095,USP TENEGA,USP type I,KARA,TENEGA
020096,CHP KANTE,HOPITAL DE DISTRICT,KARA,KANDE
020097,USP ATALOTE,USP type I,KARA,ATALOTE
020098,USP KOKOU- TEMBERMA,USP type I,KARA,KOKOU-TEMBERMA
020099,USP KOUTOUGOU,USP type I,KARA,KOTOUGOU
020100,USP NABOULGOU,USP type I,KARA,NABOULGOU
020101,USP NADOBA,USP type I,KARA,NADOBA
020102,USP OSSACRE,USP type I,KARA,OSSACRE
020103,USP PANGOUDA,USP type I,KARA,PANGOUDA
020104,USP KPESSIDE-,USP type I,KARA,KPESSIDE
020105,USP TAPOUNTE,USP type I,KARA,TAPOUNTE
020106,USP WARENGO,USP type I,KARA,WARENGO
020109,CMS ATCHANGBADE,USP type II,KARA,ATCHANGBADE
020110,CMS KOUMEA,USP type II,KARA,KOUMEA
020111,CMS PYA,USP type II,KARA,PYA
020112,CMS TCHARE,USP type II,KARA,TCHARE
020113,CMS TCHITCHAO,USP type II,KARA,TCHITCHAO
020114,CMS YADE BOHOU,USP type II,KARA,YADE BOHOU
020115,POLYCLINIQUE KARA,HOPITAL DE DISTRICT,KARA,KARA
020116,CRAO-KARA,CENTRE D'APPAREILLAGE,KARA,KARA VILLE
020117,CENTRE MEDICAL DES ARMEES REGIMENT PARACHUTISTE COMMANDO (CMA RPC),HOPITAL DE DISTRICT,KARA,KARA
020119,USP AWANDJELO,USP type I,KARA,AWADJELO
020120,USP FEODA-LAODA,USP type I,KARA,FEODA-LAODA
020121,USP LASSA-BAS,USP type I,KARA,LASSA-BAS
020122,USP LAMA-BOU,USP type I,KARA,LAMA-BOU
020126,USP PIYO-HOUDE,USP type I,KARA,PIYO-HOUDE
020127,CHR KARA,CHR,KARA,
020128,CHU KARA,CHU,KARA,Face Agence UTB Kara
020129,FARENDE,USP type II,KARA,
020130,CMS BAGA,USP type II,KARA,
020131,HELOTA,USP type II,KARA,
020133,USP MERE REGINA DE NAMPOCH,HOPITAL DE DISTRICT,KARA,
020134,KPETAB,USP type I,KARA,
020135,CMS HELOTA,USP type II,KARA,
020136,CMS TCHINTCHINDA,USP type II,KARA,
020137,USP TCHARE WIYAMDE,USP type I,KARA,
020138,USP LASSA-HOUDE,USP type I,KARA,
020140,U.K,INFIRMERIE,KARA,
020141,CMA EFOFAT,USP type I,KARA,
020143,CMS SAINT LUC DE TCHANNADE,USP type I,KARA,"Kara, Tchannadè"
020144,CENTRE MEDICAL DES ARMEES ECOLE DE FORMATION DES OFFICIERS DES FAT (CMA EFOFAT),USP type I,KARA,
020145,POSTE DE SECOURS COLLEGE MILITAIRE EYADEMA (PS CME),USP type II,KARA,
020147,EL - HOUDA,USP type I,KARA,
020148,USP D'ALEDJO,USP type I,KARA,
020149,CBRA,USP type I,KARA,
020150,PMI DE BIKPASSIBA,USP type I,KARA,
020151,CRN BROUKOU,USP type I,KARA,
020152,CRN DEFALE,USP type I,KARA,
020153,USP YAKA,USP type I,KARA,
020154,PMI SOS,HOPITAL DE DISTRICT,KARA,
020155,USP SANDA AFOHOU,USP type I,KARA,
020156,CRN HULMEN,USP type II,KARA,
020158,CMS ST KISITO DE KPATCHILE,USP type II,KARA,
020159,PHARMACIE ESPOIR DE KARA,PHARMACIE,KARA,
020160,PHARMACIE KARA CENTRE,PHARMACIE,KARA,
020161,PHARMACIE KOZAH,PHARMACIE,KARA,
020162,PHARMACIE LAFIA,PHARMACIE,KARA,
020163,PHARMACIE SANTE PLUS DE KARA,PHARMACIE,KARA,
020164,USP KAGNIGADA,USP type I,KARA,
020165,USP KPINZINDE,USP type I,KARA,
020166,PMI KARA,USP type I,KARA,
020167,PMI BANINDA,USP type I,KARA,
020168,USP KOULFIEKOU,USP type I,KARA,
020170,CABINET MEDICALE MA VIE,CHU,KARA,
020171,CLINIQUE TOUT EST GRACE,CHU,KARA,
020172,CABINET MEDICAL HIPPOCRATE DE KARA,CHU,KARA,
020173,USP PESSARE,USP type I,KARA,
020174,USP KPESSIDE,USP type I,KARA,
020175,USP FEOUDA LAOUDA,USP type I,KARA,
020176,USP LASSA BAS,USP type I,KARA,
020177,USP KOUYORIA,USP type I,KARA,KOUYORIA
020178,OLSF OPTIQUE,CENTRE DE LUNETTERIE,KARA,
020179,DEPOT OSSARA,DEPOT PHARMACIE,KARA,KANTE
020181,ATBEF - KARA,USP type II,KARA,
020182,CMS SANTE POUR TOUS,USP type II,KARA,"KARA, DON-BOSCO M. MANGBASSIM Toyi, Assistant médical, Responsable du centre"
020184,DEPOT ALAFIA KABOU,DEPOT PHARMACIE,KARA,KABOU
020185,PEDIATRIE KANTE,HOPITAL DE DISTRICT,KARA,KANTE
020186,HOPITAL MERE ET ENFANTS SOS KARA,CHU,KARA,"Kara, Lama Feing"
020187,CMS SAR AFRIQUE,USP type II,KARA,
020188,DEPOT PHARMACEUTIQUE DE NIAMTOUGOU,DEPOT PHARMACIE,KARA,"AUT N 028/01/MSP/DGSP/DPLET, BP 37717, SOUSSOU GOMAYENA"
020190,INFIRMERIE DES SAPEURS POMPIERS KARA,USP type II,KARA,
020191,PMI ST MARTIN,USP type II,KARA,KETAO
020192,OPTIQUE VISION CLAIRE KARA,CENTRE DE LUNETTERIE,KARA,L AMAH DERRIERE ECOLE CENTRALE DE KARA
020193,CABINET MEDICAL LA FRATERNITE,CHU,KARA,"Dr TCHEROU Tchaa KARA, DONGOYO"
020194,POSTE DE COLLECTE ET DE DISTRIBUTION (PCD) KARA,CHR,KARA,enceinte du CHU KARA
020195,DISPENSAIRE ST JEAN PAUL II YAKA,USP type I,KARA,"Sœur Cécile AFAVI, Directrice Yaka/Niamtougou"
020196,DEPOT PHARMACEUTIQUE J- ROPHEKA,DEPOT PHARMACIE,KARA,"M. GOBI Baba Traoré, responsable du dépôt"
020197,PHARMACIE DE LA KOZAH,PHARMACIE,KARA,"Kara, quartier EWAOU, face BCEAO Dr KADJA Yao, Pharmacien, Titulaire et Responsable de la Pharmacie"
020198,Infirmerie de la CNSS KARA,USP type I,KARA,AMOUZOU Kokouvi
020199,DEPOT PHARMACEUTIQUE SAUVEUR DE NABEDE,DEPOT PHARMACEUTIQUE,KARA,"Kara, rond-point Pya-Lao"
020200,CABINET MEDICAL MAMAN,CHR,KARA,"Kara, Quartier Tomdè, côté Est de l'Hôtel LEOTA et à 500m environ du nouveau grand marché Dr KARABOU Koffi Potchoziou, Médecin de santé publique"
020201,CMS DE LA PRISON CIVILE DE BASSAR,USP type I,KARA,"M. AGBETOWOFANA Yaovi, Surveillant en Chef de la Prison M. FIAWODJI Koku Apelete, Infirmier des CSAP, Responsable du CMS"
020202,PHARMACIE RENAISSANCE,PHARMACIE,KARA,"Kara-Sud, Nationale N° 1, à environ 400 m de l'hôtel MIRA Dr BONNAH Essotina, Docteur d'Etat en Pharmacie, Titulaire et Responsable de la pharmacie"
020203,PHARMACIE DU,PHARMACIE,KARA,"Dr KOLOU Yoan Gnim, NOUVEAU MARCHE Pharmacien, titulaire de la pharmacie Qtier Lama en face du marché"
020204,INFIRMERIE DE LA PRISON CIVILE DE KARA,USP type I,KARA,"M. FIAWODJI Koku Afelete, Infirmier de la prison"
020205,CLINIQUE MEDICO- CHIRURGICALE SAINT SAUVEUR,CHU,KARA,"DR KATAKOA GUISSAGA, Médecin Chirurgien, Quartier Tomdè, derrière ancien service des Impôts"
020206,USP SOUMBOU,USP type I,KARA,Soumbou
020207,USP KPANGBAZIBIYO,USP type I,KARA,"Kpangbazibiyo, quartier Totobia"
020208,CABINET MEDICAL ST ANTOINE ET PADRE PIO,CHU,KARA,"Kara, quartier Cofac, Immeuble BSIC face à la station Rakiéta Dr GABIAM Kofi Mawuenam, Médecin Ophtalmologiste, Titulaire et Responsable du cabinet"
020209,DEPOT PHARMACEUTIQUE SANTE ET VIE,DEPOT PHARMACEUTIQUE,KARA,"""Bassar, quartier Biakpabé Mme AMAÏ Dolibe, épouse BODJONA, Titulaire et Responsable du dépôt de pharmacie"""
020210,USP KOUDJOUKADA,USP type I,KARA,"Koudjoukada, quartier Koudjoukada centre"
020211,LUNETTERIE DU,CHR,KARA,"CENTRE DE LUNETTERIE KARA Kara Tomdè, CHR M. BOULOUFEI M. Esso, Directeur du CHR"
020212,INFIRMERIE DE LA LONATO AGENCE KARA,USP type I,KARA,"Kara, Agence de LONATO en face du Palais des Congrès M. AHOUN Yawovi, Infirmier Diplômé d'Etat, Responsable du centre"
020213,CMS ALAFIA,USP type II,KARA,"Bafilo ; M.TCHANI Wadou Koura, Assistant Médical, Responsable du CMS"
020214,PHARMACIE DU RECONFORT,PHARMACIE,KARA,"Kara, route de Kétao, carrefour SOS, en face de SOS Village d'enfants"
020215,INFIRMERIE BB KARA,INFIRMERIE,KARA,
020216,USP SARA,USP type I,KARA,SARA
020217,CENTRE DE DIAGNOSTIC ET D'HEMODIALYSE HDL (SOGEHP SA ) KARA,NIVEAU DE SOINS 4,KARA,Kara
020218,USP KADOGOU,USP type I,KARA,Kadogou
020219,USP YAKEDJI,USP type I,KARA,Yakedji
020220,USP BOUGABOU,USP type I,KARA,Boubabou
020221,USP KALANGA,USP type I,KARA,"Kalanga, au Sud-ouest de Bassar, à coté de l'EPP Kalanga"
020222,USP NAMAB,USP type I,KARA,NAMAB
020223,USP TAGBADE,USP type I,KARA,TAGBADE
020224,USP GMASSIDJOUN,USP type I,KARA,GMASSIDJOUN
020225,PHARMACIE DONGOYO,PHARMACIE,KARA,"Kara, Dongoyo"
020226,USP AGBANDAOUDE- ASSOLI,USP type I,KARA,AGBANDAOUDE-ASSOLI
